,adjust_user_id,advertising_id,amplitude_user_id,app_id,branch_user_id,braze_user_id,bundle_id_x,clever_tap_user_id,created_x,customer_user_id,deviceName,fabric_user_id,facebook_user_id,googleAnalytics_user_id,id_x,idfa,mixpanel_user_id,optimizely_user_id,owner_id_x,subparam1_user_id,subparam2_user_id,subparam3_user_id,urbanairship_user_id,adjust_api_key,adjust_bool,amplitude_api_key,amplitude_bool,app_name,appsflyer_api_key,appsflyer_bool,branch_api_key,branch_bool,braze_api_key,braze_bool,bundle_id_y,created_y,customer_endpoint,customer_user_bool,fabric_bool,facebook_bool,googleAnalytics_bool,id_y,image_url,ios_app,iterable_bool,leanplum_bool,mixpanel_api_key,mixpanel_bool,optimizely_bool,owner_id_y,store_url,subparam1_bool,subparam2_bool,subparam3_bool,urban_airship_bool,urbanairship_api_key,urbanairship_bool
0,,,,553834731,,,,,2018-06-02 06:28:05.607782+00:00,,,,,,65,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
1,,,,553834731,,,,,2018-06-02 06:37:42.205189+00:00,,,,,,66,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
2,,,,719972451,,,,,2018-06-02 06:38:58.394610+00:00,,,,,,67,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,,,4,,,,,,False,,False,DoorDash - Order Food Delivery,,True,,False,,False,,2018-05-29 01:11:29.969274+00:00,,False,True,True,True,5,https://is5-ssl.mzstatic.com/image/thumb/Purple125/v4/d4/48/10/d44810a4-16a7-39e7-7d16-22246ec87e99/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-3.png/246x0w.jpg,True,True,True,,True,True,6,https://itunes.apple.com/us/app/doordash-order-food-delivery/id719972451?mt=8,True,True,True,True,,False
3,,,,553834731,,,,,2018-06-02 06:44:21.882396+00:00,,,,,,68,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
4,,,,553834731,,,,,2018-06-02 06:57:56.652498+00:00,,,,,,69,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
5,,,,553834731,,,,,2018-06-02 07:31:03.557775+00:00,customer_user_id_hero,,,,,70,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
6,,,,553834731,,,,,2018-06-02 07:34:24.954877+00:00,customer_user_id_hero,,,,,71,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
7,,,,553834731,,,,,2018-06-02 07:34:38.209448+00:00,customer_user_id_hero,,,,,72,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
8,,,,553834731,,,,,2018-06-02 07:35:24.414653+00:00,customer_user_id_hero,,,,,73,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,,4,,,,,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
9,(null),,(null),553834731,(null),(null),,,2018-06-02 07:38:56.736833+00:00,customer_user_id_hero,,(null),facebook_user_id_hero,googleAnalyticsID,74,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,optimizelyID,4,(null),(null),(null),urbanAirshipID,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
10,(null),,(null),553834731,(null),(null),,,2018-06-02 07:39:12.890817+00:00,customer_user_id_hero,,(null),facebook_user_id_hero,googleAnalyticsID,75,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,optimizelyID,4,(null),(null),(null),urbanAirshipID,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
11,(null),,(null),553834731,(null),(null),,,2018-06-02 07:43:45.859256+00:00,customer_user_id_hero,,(null),facebook_user_id_hero,googleAnalyticsID,76,EA3E1682-5EEB-436C-9ECB-9A81C7881AAA,mixpanelID,optimizelyID,4,(null),(null),(null),urbanAirshipID,,False,,False,Candy Crush Saga,3bdacf41-c341-4d60-9929-31c143b39bb2,True,,False,,False,,2018-05-28 05:22:52.719188+00:00,,False,True,True,True,4,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/d1/57/87/d15787ea-1e3a-eacb-f753-df252ea9ca0c/mzl.zepwwunu.png/246x0w.jpg,True,True,True,,False,True,4,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8,True,True,True,True,,False
